word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set
aripple	7	0	0	0	0	0	0	0	english_alpha
arisaid	7	0	0	0	0	0	0	0	english_alpha
arisard	7	0	0	0	0	0	0	0	english_alpha
arise	5	0	0	1	0	0	0	0	eff,english_alpha,google_10000,wordle_answers
arised	6	0	0	1	0	0	0	0	english_alpha
arisen	6	0	0	1	0	0	0	0	english_alpha
ariser	6	0	0	0	0	0	0	0	english_alpha
arises	6	0	0	1	0	0	0	0	english_alpha
arish	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arising	7	0	0	1	0	0	0	0	english_alpha,google_10000
arist	5	0	0	0	0	0	0	0	english_alpha
arista	6	0	1	0	0	1	0	0	english_alpha
aristae	7	0	1	0	0	1	0	0	english_alpha
aristas	7	0	1	0	0	1	0	0	english_alpha
ariste	6	0	0	0	0	0	0	0	english_alpha
aristo	6	0	0	0	0	0	0	0	english_alpha
aristoi	7	0	0	0	0	0	0	0	english_alpha
aristol	7	0	0	0	0	0	0	0	english_alpha
aristos	7	0	0	0	0	0	0	0	english_alpha
arite	5	0	0	0	0	0	0	0	english_alpha
arith	5	0	0	0	0	0	0	0	english_alpha
arius	5	0	1	0	0	1	0	0	english_alpha
arizona	7	0	1	0	0	1	0	0	english_alpha,google_10000
arjun	5	0	0	0	0	0	0	0	english_alpha
arkab	5	0	0	0	0	0	0	0	english_alpha
arked	5	0	0	0	0	0	0	0	wordle_guesses
arkie	5	0	0	0	0	0	0	0	english_alpha
arkite	6	0	0	0	0	0	0	0	english_alpha
arkose	6	0	0	0	0	0	0	0	english_alpha
arkoses	7	0	0	0	0	0	0	0	english_alpha
arkosic	7	0	0	0	0	0	0	0	english_alpha
arks	4	0	1	0	0	1	0	0	english_alpha
arle	4	0	0	0	0	0	0	0	english_alpha
arled	5	0	0	0	0	0	0	0	wordle_guesses
arlene	6	0	0	0	0	0	0	0	english_alpha
arleng	6	0	0	0	0	0	0	0	english_alpha
arles	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
arless	6	0	1	0	0	1	0	0	english_alpha
arline	6	0	0	0	0	0	0	0	english_alpha
arling	6	0	0	0	0	0	0	0	english_alpha
arloup	6	0	0	0	0	0	0	0	english_alpha
armada	6	0	1	0	0	1	0	0	english_alpha
armadas	7	0	1	0	0	1	0	0	english_alpha
armado	6	0	0	0	0	0	0	0	english_alpha
armaria	7	0	0	0	0	0	0	0	english_alpha
armary	6	0	0	0	0	0	0	0	english_alpha
armata	6	0	0	0	0	0	0	0	english_alpha
armband	7	0	1	0	0	1	0	0	eff,english_alpha
armbone	7	0	0	0	0	0	0	0	english_alpha
armed	5	1	0	0	1	0	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_guesses
armenia	7	0	1	0	0	1	0	0	english_alpha,google_10000
armenic	7	0	0	0	0	0	0	0	english_alpha
armer	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
armeria	7	0	1	0	0	1	0	0	english_alpha
armers	6	0	0	0	0	0	0	0	english_alpha
armet	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
armets	6	0	1	0	0	1	0	0	english_alpha
armful	6	0	1	0	0	1	0	0	eff,english_alpha
armfuls	7	0	1	0	0	1	0	0	english_alpha
armhole	7	0	1	0	0	1	0	0	eff,english_alpha
armhoop	7	0	0	0	0	0	0	0	english_alpha
armida	6	0	0	0	0	0	0	0	english_alpha
armied	6	0	0	0	0	0	0	0	english_alpha
armies	6	0	1	0	0	1	0	0	english_alpha
armiger	7	0	1	0	0	1	0	0	english_alpha
armil	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
armill	6	0	0	0	0	0	0	0	english_alpha
armilla	7	0	1	0	0	1	0	0	english_alpha
armine	6	0	0	0	0	0	0	0	english_alpha
arming	6	0	1	0	0	1	0	0	eff,english_alpha
armings	7	0	1	0	0	1	0	0	english_alpha
armit	5	0	0	0	0	0	0	0	english_alpha
armitas	7	0	0	0	0	0	0	0	english_alpha
armless	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
armlet	6	0	1	0	0	1	0	0	english_alpha
armlets	7	0	1	0	0	1	0	0	english_alpha
armlike	7	1	0	0	1	0	0	0	english_alpha
armload	7	0	0	0	0	0	0	0	english_alpha
armlock	7	0	0	0	0	0	0	0	english_alpha
armoire	7	0	1	0	0	1	0	0	eff,english_alpha
armor	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers
armored	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
armorer	7	0	1	0	0	1	0	0	english_alpha
armoric	7	0	0	0	0	0	0	0	english_alpha
armors	6	0	1	0	0	1	0	0	english_alpha
armory	6	0	1	0	0	1	0	0	eff,english_alpha
armour	6	0	1	0	0	1	0	0	english_alpha
armours	7	0	1	0	0	1	0	0	english_alpha
armoury	7	0	1	0	0	1	0	0	english_alpha
armpad	6	0	0	0	0	0	0	0	english_alpha
armpit	6	0	1	0	0	1	0	0	english_alpha
armpits	7	0	1	0	0	1	0	0	english_alpha
armrack	7	0	0	0	0	0	0	0	english_alpha
armrest	7	0	1	0	0	1	0	0	eff,english_alpha
arms	4	0	1	0	0	1	0	0	english_alpha,google_10000
armscye	7	0	0	0	0	0	0	0	english_alpha
armseye	7	0	0	0	0	0	0	0	english_alpha
armsful	7	0	0	0	0	0	0	0	english_alpha
armsize	7	0	0	0	0	0	0	0	english_alpha
armure	6	0	0	0	0	0	0	0	english_alpha
armures	7	0	0	0	0	0	0	0	english_alpha
army	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000
arna	4	0	0	0	0	0	0	0	english_alpha
arnas	5	0	0	0	0	0	0	0	wordle_guesses
arnatta	7	0	0	0	0	0	0	0	english_alpha
arnatto	7	0	0	0	0	0	0	0	english_alpha
arnaut	6	0	0	0	0	0	0	0	english_alpha
arne	4	0	0	0	0	0	0	0	english_alpha
arneb	5	0	0	0	0	0	0	0	english_alpha
arnebia	7	0	0	0	0	0	0	0	english_alpha
arnee	5	0	0	0	0	0	0	0	english_alpha
arni	4	0	0	0	0	0	0	0	english_alpha
arnica	6	0	1	0	0	1	0	0	english_alpha
arnicas	7	0	1	0	0	1	0	0	english_alpha
arnold	6	0	1	0	0	1	0	0	english_alpha,google_10000
arnotta	7	0	0	0	0	0	0	0	english_alpha
arnotto	7	0	0	0	0	0	0	0	english_alpha
arnut	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
aroar	5	0	0	0	0	0	0	0	english_alpha
aroast	6	0	0	0	0	0	0	0	english_alpha
aroba	5	0	0	0	0	0	0	0	wordle_guesses
arock	5	0	0	0	0	0	0	0	english_alpha
aroeira	7	0	0	0	0	0	0	0	english_alpha
aroha	5	0	0	0	0	0	0	0	wordle_guesses
aroid	5	1	1	0	1	1	1	0	english_alpha,simple_adjectives,wordle_guesses
aroides	7	0	0	0	0	0	0	0	english_alpha
aroids	6	0	1	0	0	1	0	0	english_alpha
aroint	6	0	0	0	0	0	0	0	english_alpha
aroints	7	0	0	0	0	0	0	0	english_alpha
arolia	6	0	0	0	0	0	0	0	english_alpha
arolium	7	0	0	0	0	0	0	0	english_alpha
arolla	6	0	0	0	0	0	0	0	english_alpha
aroma	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers
aromal	6	0	0	0	0	0	0	0	english_alpha
aromas	6	0	1	0	0	1	0	0	english_alpha
aromata	7	0	0	0	0	0	0	0	english_alpha
aronia	6	0	0	0	0	0	0	0	english_alpha
aroon	5	0	0	0	0	0	0	0	english_alpha
aroph	5	0	0	0	0	0	0	0	english_alpha
aroras	6	0	0	0	0	0	0	0	english_alpha
arose	5	0	0	1	0	0	0	0	eff,english_alpha,wordle_answers
around	6	0	0	1	0	0	0	0	bip39,eff,english_alpha,google_10000
arousal	7	0	1	0	0	1	0	0	eff,english_alpha
arouse	6	0	0	1	0	0	0	0	english_alpha
aroused	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
arouser	7	0	1	0	0	1	0	0	english_alpha
arouses	7	0	0	1	0	0	0	0	english_alpha
arow	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives
aroxyl	6	0	0	0	0	0	0	0	english_alpha
aroynt	6	0	0	0	0	0	0	0	english_alpha
aroynts	7	0	0	0	0	0	0	0	english_alpha
arpanet	7	0	0	0	0	0	0	0	english_alpha
arpas	5	0	0	0	0	0	0	0	wordle_guesses
arpen	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arpens	6	0	0	0	0	0	0	0	english_alpha
arpent	6	0	1	0	0	1	0	0	english_alpha
arpents	7	0	1	0	0	1	0	0	english_alpha
arrace	6	0	0	0	0	0	0	0	english_alpha
arrach	6	0	0	0	0	0	0	0	english_alpha
arrack	6	0	1	0	0	1	0	0	english_alpha
arracks	7	0	1	0	0	1	0	0	english_alpha
arrage	6	0	0	0	0	0	0	0	english_alpha
arrah	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arraign	7	0	0	1	0	0	0	0	english_alpha
arrame	6	0	0	0	0	0	0	0	english_alpha
arrand	6	0	0	0	0	0	0	0	english_alpha
arrange	7	0	0	1	0	0	0	0	bip39,eff,english_alpha,google_10000
arrant	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
arras	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
arrased	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
arrases	7	0	1	0	0	1	0	0	english_alpha
arratel	7	0	0	0	0	0	0	0	english_alpha
arrau	5	0	0	0	0	0	0	0	english_alpha
array	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers
arrayal	7	0	0	0	0	0	0	0	english_alpha
arrayan	7	0	0	0	0	0	0	0	english_alpha
arrayed	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
arrayer	7	0	0	0	0	0	0	0	english_alpha
arrays	6	0	1	0	0	1	0	0	english_alpha
arrear	6	0	0	0	0	0	0	0	english_alpha
arrears	7	0	1	0	0	1	0	0	english_alpha
arrect	6	0	0	0	0	0	0	0	english_alpha
arrent	6	0	0	0	0	0	0	0	english_alpha
arrest	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000
arrests	7	0	1	0	0	1	0	0	english_alpha
arret	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arretez	7	0	0	0	0	0	0	0	english_alpha
arrgt	5	0	0	0	0	0	0	0	english_alpha
arrha	5	0	0	0	0	0	0	0	english_alpha
arrhal	6	0	0	0	0	0	0	0	english_alpha
arri	4	0	0	0	0	0	0	0	english_alpha
arriage	7	0	0	0	0	0	0	0	english_alpha
arriba	6	0	0	0	0	0	0	0	english_alpha
arricci	7	0	0	0	0	0	0	0	english_alpha
arride	6	0	0	0	0	0	0	0	english_alpha
arrided	7	0	0	0	0	0	0	0	english_alpha
arridge	7	0	0	0	0	0	0	0	english_alpha
arrie	5	0	0	0	0	0	0	0	english_alpha
arriere	7	0	0	0	0	0	0	0	english_alpha
arriero	7	0	0	0	0	0	0	0	english_alpha
arriet	6	0	0	0	0	0	0	0	english_alpha
arrimby	7	0	0	0	0	0	0	0	english_alpha
arris	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arrises	7	0	0	0	0	0	0	0	english_alpha
arrish	6	0	0	0	0	0	0	0	english_alpha
arrival	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000
arrive	6	0	0	1	0	0	0	0	bip39,eff,english_alpha,google_10000
arrived	7	0	0	1	0	0	0	0	english_alpha,google_10000
arriver	7	0	1	0	0	1	0	0	english_alpha
arrives	7	0	0	1	0	0	0	0	english_alpha,google_10000
arroba	6	0	1	0	0	1	0	0	english_alpha
arrobas	7	0	1	0	0	1	0	0	english_alpha
arrode	6	0	0	0	0	0	0	0	english_alpha
arrondi	7	0	0	0	0	0	0	0	english_alpha
arrope	6	0	0	0	0	0	0	0	english_alpha
arround	7	0	0	0	0	0	0	0	english_alpha
arrouse	7	0	0	0	0	0	0	0	english_alpha
arrow	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers
arrowed	7	0	0	0	0	0	0	0	english_alpha
arrows	6	0	1	0	0	1	0	0	english_alpha
arrowy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives
arroya	6	0	0	0	0	0	0	0	english_alpha
arroyo	6	0	1	0	0	1	0	0	english_alpha
arroyos	7	0	1	0	0	1	0	0	english_alpha
arroz	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arrtez	6	0	0	0	0	0	0	0	english_alpha
arry	4	0	0	0	0	0	0	0	english_alpha
arryish	7	0	0	0	0	0	0	0	english_alpha
arsacid	7	0	0	0	0	0	0	0	english_alpha
arse	4	0	1	0	0	1	0	0	english_alpha
arsed	5	0	0	0	0	0	0	0	wordle_guesses
arsenal	7	0	1	0	0	1	0	0	english_alpha
arsenic	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives
arseno	6	0	0	0	0	0	0	0	english_alpha
arsenyl	7	0	0	0	0	0	0	0	english_alpha
arses	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arsey	5	0	0	0	0	0	0	0	wordle_guesses
arsheen	7	0	0	0	0	0	0	0	english_alpha
arshin	6	0	0	0	0	0	0	0	english_alpha
arshine	7	0	0	0	0	0	0	0	english_alpha
arshins	7	0	0	0	0	0	0	0	english_alpha
arsine	6	0	1	0	0	1	0	0	english_alpha
arsines	7	0	1	0	0	1	0	0	english_alpha
arsinic	7	0	0	0	0	0	0	0	english_alpha
arsino	6	0	0	0	0	0	0	0	english_alpha
arsis	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arsle	5	0	0	0	0	0	0	0	english_alpha
arsoite	7	0	0	0	0	0	0	0	english_alpha
arson	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers
arsonic	7	0	0	0	0	0	0	0	english_alpha
arsono	6	0	0	0	0	0	0	0	english_alpha
arsons	6	0	1	0	0	1	0	0	english_alpha
arsyl	5	0	0	0	0	0	0	0	english_alpha
artaba	6	0	0	0	0	0	0	0	english_alpha
artabe	6	0	0	0	0	0	0	0	english_alpha
artal	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
artamus	7	0	1	0	0	1	0	0	english_alpha
artar	5	0	0	0	0	0	0	0	english_alpha
artarin	7	0	0	0	0	0	0	0	english_alpha
arte	4	0	0	0	0	0	0	0	english_alpha
artefac	7	0	0	0	0	0	0	0	english_alpha
artel	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
artels	6	0	0	0	0	0	0	0	english_alpha
artemas	7	0	0	0	0	0	0	0	english_alpha
artemia	7	0	1	0	0	1	0	0	english_alpha
artemis	7	0	1	0	0	1	0	0	english_alpha
artemon	7	0	0	0	0	0	0	0	english_alpha
arter	5	0	0	0	0	0	0	0	english_alpha
arteria	7	0	1	0	0	1	0	0	english_alpha
arterin	7	0	0	0	0	0	0	0	english_alpha
artery	6	0	1	0	0	1	0	0	english_alpha
artful	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
artgum	6	0	0	0	0	0	0	0	english_alpha
artha	5	0	0	0	0	0	0	0	english_alpha
arthel	6	0	0	0	0	0	0	0	english_alpha
arthra	6	0	0	0	0	0	0	0	english_alpha
arthral	7	0	0	0	0	0	0	0	english_alpha
arthron	7	0	0	0	0	0	0	0	english_alpha
arthur	6	0	1	0	0	1	0	0	english_alpha,google_10000
artiad	6	0	0	0	0	0	0	0	english_alpha
artic	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
article	7	0	1	0	0	1	0	0	english_alpha,google_10000
artie	5	0	0	0	0	0	0	0	english_alpha
artier	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
artiest	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
artifex	7	0	0	0	0	0	0	0	english_alpha
artily	6	0	0	0	0	0	0	0	english_alpha
artis	5	0	0	0	0	0	0	0	wordle_guesses
artisan	7	0	1	0	0	1	0	0	english_alpha
artist	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000
artiste	7	0	1	0	0	1	0	0	english_alpha
artists	7	0	1	0	0	1	0	0	english_alpha,google_10000
artize	6	0	0	0	0	0	0	0	english_alpha
artless	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
artlet	6	0	0	0	0	0	0	0	english_alpha
artlike	7	0	0	0	0	0	0	0	english_alpha
artly	5	0	0	0	0	0	0	0	english_alpha
artou	5	0	0	0	0	0	0	0	english_alpha
arts	4	0	1	0	0	1	0	0	english_alpha,google_10000
artsman	7	0	0	0	0	0	0	0	english_alpha
artsy	5	0	0	0	0	0	0	0	english_alpha,wordle_answers
artus	5	0	0	0	0	0	0	0	english_alpha
artware	7	0	0	0	0	0	0	0	english_alpha
artwork	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000
arty	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives
aruac	5	0	0	0	0	0	0	0	english_alpha
aruba	5	0	1	0	0	1	0	0	google_10000
arugola	7	0	0	0	0	0	0	0	english_alpha
arugula	7	0	1	0	0	1	0	0	english_alpha
aruhe	5	0	0	0	0	0	0	0	wordle_guesses
arui	4	0	1	0	0	1	0	0	english_alpha
aruke	5	0	0	0	0	0	0	0	english_alpha
arulo	5	0	1	0	0	1	0	0	english_alpha
arum	4	0	1	0	0	1	0	0	english_alpha
arumin	6	0	0	0	0	0	0	0	english_alpha
arums	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
aruncus	7	0	0	0	0	0	0	0	english_alpha
arundo	6	0	1	0	0	1	0	0	english_alpha
arunta	6	0	0	0	0	0	0	0	english_alpha
arupa	5	0	0	0	0	0	0	0	english_alpha
arusa	5	0	0	0	0	0	0	0	english_alpha
arusha	6	0	0	0	0	0	0	0	english_alpha
aruspex	7	0	0	0	0	0	0	0	english_alpha
arustle	7	0	0	0	0	0	0	0	english_alpha
arval	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arvee	5	0	0	0	0	0	0	0	wordle_guesses
arvejon	7	0	0	0	0	0	0	0	english_alpha
arvel	5	0	0	0	0	0	0	0	english_alpha
arverni	7	0	0	0	0	0	0	0	english_alpha
arvo	4	0	0	0	0	0	0	0	english_alpha
arvos	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arya	4	0	0	0	0	0	0	0	english_alpha
aryan	5	1	1	0	1	1	1	0	english_alpha,simple_adjectives
aryans	6	0	1	0	0	1	0	0	english_alpha
aryl	4	0	0	0	0	0	0	0	english_alpha
arylate	7	0	0	0	0	0	0	0	english_alpha
arylide	7	0	0	0	0	0	0	0	english_alpha
aryls	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
arzan	5	0	0	0	0	0	0	0	english_alpha
arzava	6	0	0	0	0	0	0	0	english_alpha
arzawa	6	0	0	0	0	0	0	0	english_alpha
arzun	5	0	0	0	0	0	0	0	english_alpha
asaddle	7	0	0	0	0	0	0	0	english_alpha
asahel	6	0	0	0	0	0	0	0	english_alpha
asak	4	0	0	0	0	0	0	0	english_alpha
asale	5	0	0	0	0	0	0	0	english_alpha
asana	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
asap	4	0	0	1	0	0	0	0	english_alpha
asaph	5	0	0	0	0	0	0	0	english_alpha
asaphia	7	0	0	0	0	0	0	0	english_alpha
asaphic	7	0	0	0	0	0	0	0	english_alpha
asaphid	7	0	0	0	0	0	0	0	english_alpha
asaphus	7	0	0	0	0	0	0	0	english_alpha
asaprol	7	0	0	0	0	0	0	0	english_alpha
asarh	5	0	1	0	0	1	0	0	english_alpha
asarin	6	0	0	0	0	0	0	0	english_alpha
asarite	7	0	0	0	0	0	0	0	english_alpha
asaron	6	0	0	0	0	0	0	0	english_alpha
asarone	7	0	0	0	0	0	0	0	english_alpha
asarota	7	0	0	0	0	0	0	0	english_alpha
asarta	6	0	0	0	0	0	0	0	english_alpha
asarum	6	0	1	0	0	1	0	0	english_alpha
asarums	7	0	1	0	0	1	0	0	english_alpha
asbest	6	0	0	0	0	0	0	0	english_alpha
asbolan	7	0	0	0	0	0	0	0	english_alpha
asbolin	7	0	0	0	0	0	0	0	english_alpha
ascan	5	0	0	0	0	0	0	0	english_alpha
ascape	6	0	0	0	0	0	0	0	english_alpha
ascare	6	0	0	0	0	0	0	0	english_alpha
ascared	7	0	0	0	0	0	0	0	english_alpha
ascarid	7	0	0	0	0	0	0	0	english_alpha
ascaris	7	0	1	0	0	1	0	0	english_alpha
ascaron	7	0	0	0	0	0	0	0	english_alpha
ascebc	6	0	0	0	0	0	0	0	english_alpha
ascella	7	0	0	0	0	0	0	0	english_alpha
ascelli	7	0	0	0	0	0	0	0	english_alpha
ascence	7	0	0	0	0	0	0	0	english_alpha
ascend	6	0	0	1	0	0	0	0	eff,english_alpha
ascends	7	0	0	1	0	0	0	0	english_alpha
ascent	6	0	1	0	0	1	0	0	eff,english_alpha
ascents	7	0	1	0	0	1	0	0	english_alpha
asceses	7	0	1	0	0	1	0	0	english_alpha
ascesis	7	0	1	0	0	1	0	0	english_alpha
ascetic	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives
ascetta	7	0	0	0	0	0	0	0	english_alpha
ascham	6	0	0	0	0	0	0	0	english_alpha
ascher	6	0	0	0	0	0	0	0	english_alpha
asci	4	0	1	0	0	1	0	0	english_alpha
ascian	6	0	0	0	0	0	0	0	english_alpha
ascians	7	0	0	0	0	0	0	0	english_alpha
ascidia	7	0	0	0	0	0	0	0	english_alpha
ascii	5	0	1	0	0	1	0	0	english_alpha,google_10000
ascill	6	0	0	0	0	0	0	0	english_alpha
ascitan	7	0	0	0	0	0	0	0	english_alpha
ascitb	6	0	0	0	0	0	0	0	english_alpha
ascite	6	0	0	0	0	0	0	0	english_alpha
ascites	7	0	1	0	0	1	0	0	english_alpha
ascitic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
asclent	7	0	0	0	0	0	0	0	english_alpha
ascoma	6	0	1	0	0	1	0	0	english_alpha
ascon	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
ascones	7	0	0	0	0	0	0	0	english_alpha
asconia	7	0	0	0	0	0	0	0	english_alpha
ascot	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
ascots	6	0	1	0	0	1	0	0	english_alpha
ascribe	7	0	0	1	0	0	0	0	english_alpha
ascript	7	0	0	0	0	0	0	0	english_alpha
ascrive	7	0	0	0	0	0	0	0	english_alpha
ascry	5	0	0	0	0	0	0	0	english_alpha
ascula	6	0	0	0	0	0	0	0	english_alpha
asculae	7	0	0	0	0	0	0	0	english_alpha
ascus	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
ascyrum	7	0	0	0	0	0	0	0	english_alpha
asdic	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
asdics	6	0	1	0	0	1	0	0	english_alpha
asea	4	0	0	1	0	0	0	0	english_alpha
asearch	7	0	0	0	0	0	0	0	english_alpha
aseethe	7	0	0	0	0	0	0	0	english_alpha
aseitas	7	0	0	0	0	0	0	0	english_alpha
aseity	6	0	0	0	0	0	0	0	english_alpha
aselar	6	0	0	0	0	0	0	0	english_alpha
aselli	6	0	0	0	0	0	0	0	english_alpha
asellus	7	0	0	0	0	0	0	0	english_alpha
asem	4	0	0	0	0	0	0	0	english_alpha
asemia	6	0	0	0	0	0	0	0	english_alpha
asemic	6	0	0	0	0	0	0	0	english_alpha
asepses	7	0	0	0	0	0	0	0	english_alpha
asepsis	7	0	1	0	0	1	0	0	english_alpha
aseptic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
aseptol	7	0	0	0	0	0	0	0	english_alpha
asexual	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
asfast	6	0	0	0	0	0	0	0	english_alpha
asgard	6	0	1	0	0	1	0	0	english_alpha
asgd	4	0	0	0	0	0	0	0	english_alpha
asgmt	5	0	0	0	0	0	0	0	english_alpha
asha	4	0	0	0	0	0	0	0	english_alpha
ashake	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives
ashame	6	0	0	0	0	0	0	0	english_alpha
ashamed	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
ashamnu	7	0	0	0	0	0	0	0	english_alpha
ashanti	7	0	0	0	0	0	0	0	english_alpha
ashcake	7	0	1	0	0	1	0	0	english_alpha
ashcan	6	0	1	0	0	1	0	0	english_alpha
ashcans	7	0	1	0	0	1	0	0	english_alpha
ashed	5	0	0	1	0	0	0	0	english_alpha,wordle_guesses
ashen	5	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives,wordle_answers
asher	5	0	0	0	0	0	0	0	english_alpha
asherah	7	0	0	0	0	0	0	0	english_alpha
asherim	7	0	0	0	0	0	0	0	english_alpha
ashery	6	0	0	0	0	0	0	0	english_alpha
ashes	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_guesses
ashet	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
ashfall	7	0	0	0	0	0	0	0	english_alpha
ashier	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
ashiest	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
ashily	6	0	0	0	0	0	0	0	english_alpha
ashine	6	0	0	0	0	0	0	0	english_alpha
ashing	6	0	0	1	0	0	0	0	english_alpha
ashir	5	0	1	0	0	1	0	0	english_alpha
ashiver	7	0	0	0	0	0	0	0	english_alpha
ashkey	6	0	0	0	0	0	0	0	english_alpha
ashkoko	7	0	0	0	0	0	0	0	english_alpha
ashlar	6	0	1	0	0	1	0	0	english_alpha
ashlars	7	0	1	0	0	1	0	0	english_alpha
ashler	6	0	0	0	0	0	0	0	english_alpha
ashlers	7	0	0	0	0	0	0	0	english_alpha
ashless	7	0	0	0	0	0	0	0	english_alpha
ashley	6	0	0	0	0	0	0	0	google_10000
ashling	7	0	0	0	0	0	0	0	english_alpha
ashman	6	0	0	0	0	0	0	0	english_alpha
ashmen	6	0	0	0	0	0	0	0	english_alpha
ashore	6	0	0	1	0	0	0	0	english_alpha
ashot	5	0	0	0	0	0	0	0	english_alpha
ashpan	6	0	0	0	0	0	0	0	english_alpha
ashpit	6	0	0	0	0	0	0	0	english_alpha
ashraf	6	0	0	0	0	0	0	0	english_alpha
ashrafi	7	0	0	0	0	0	0	0	english_alpha
ashram	6	0	1	0	0	1	0	0	english_alpha
ashrama	7	0	0	0	0	0	0	0	english_alpha
ashrams	7	0	1	0	0	1	0	0	english_alpha
ashtray	7	0	1	0	0	1	0	0	english_alpha
ashur	5	0	1	0	0	1	0	0	english_alpha
ashweed	7	0	0	0	0	0	0	0	english_alpha
ashwort	7	0	0	0	0	0	0	0	english_alpha
ashy	4	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
asia	4	0	1	0	0	1	0	0	english_alpha,google_10000
asialia	7	0	0	0	0	0	0	0	english_alpha
asian	5	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives
asianic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
asians	6	0	1	0	0	1	0	0	english_alpha
asiarch	7	0	0	0	0	0	0	0	english_alpha
asiatic	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives
aside	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers
asiden	6	0	0	0	0	0	0	0	english_alpha
asides	6	0	1	0	0	1	0	0	english_alpha
asideu	6	0	0	0	0	0	0	0	english_alpha
asiento	7	0	0	0	0	0	0	0	english_alpha
asilid	6	0	0	0	0	0	0	0	english_alpha
asilus	6	0	0	0	0	0	0	0	english_alpha
asimen	6	0	0	0	0	0	0	0	english_alpha
asimina	7	0	1	0	0	1	0	0	english_alpha
asimmer	7	0	0	0	0	0	0	0	english_alpha
asin	4	0	1	0	0	1	0	0	google_10000
asinego	7	0	0	0	0	0	0	0	english_alpha
