word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set
embargo	7	0	1	0	0	1	0	0	eff,english_alpha
embassy	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000
ember	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers
embers	6	0	1	0	0	1	0	0	english_alpha
emblem	6	0	1	0	0	1	0	0	eff,english_alpha
emblems	7	0	1	0	0	1	0	0	english_alpha
emboli	6	0	1	0	0	1	0	0	english_alpha
embolic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
embolus	7	0	1	0	0	1	0	0	english_alpha
embowed	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
embrace	7	0	1	0	0	1	0	0	bip39,english_alpha
embryo	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives
embryos	7	0	1	0	0	1	0	0	english_alpha
emcee	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers
emcees	6	0	1	0	0	1	0	0	english_alpha
emda	4	0	1	0	0	1	0	0	english_alpha
emeer	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
emeers	6	0	1	0	0	1	0	0	english_alpha
emended	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
emerald	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000
emeries	7	0	1	0	0	1	0	0	english_alpha
emersed	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
emerson	7	0	1	0	0	1	0	0	english_alpha
emery	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
emesis	6	0	1	0	0	1	0	0	english_alpha
emetic	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives
emetics	7	0	1	0	0	1	0	0	english_alpha
emigre	6	0	1	0	0	1	0	0	english_alpha
emigree	7	0	1	0	0	1	0	0	english_alpha
emigres	7	0	1	0	0	1	0	0	english_alpha
emilia	6	0	1	0	0	1	0	0	english_alpha
eminent	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
emir	4	0	1	0	0	1	0	0	english_alpha
emirate	7	0	1	0	0	1	0	0	english_alpha
emirs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
emitter	7	0	1	0	0	1	0	0	english_alpha
emmer	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
emmers	6	0	1	0	0	1	0	0	english_alpha
emmet	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
emmets	6	0	1	0	0	1	0	0	english_alpha
emmies	6	0	1	0	0	1	0	0	english_alpha
emmy	4	0	1	0	0	1	0	0	english_alpha
emmys	5	0	1	0	0	1	0	0	wordle_guesses
emotion	7	0	1	0	0	1	0	0	bip39,eff,english_alpha
emotive	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
empathy	7	0	1	0	0	1	0	0	eff,english_alpha
emperor	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000
empire	6	0	1	0	0	1	0	0	english_alpha,google_10000
empires	7	0	1	0	0	1	0	0	english_alpha
empiric	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
employ	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000
employs	7	0	1	0	0	1	0	0	english_alpha
emporia	7	0	1	0	0	1	0	0	english_alpha
empress	7	0	1	0	0	1	0	0	english_alpha
emptied	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
emptier	7	1	0	0	1	0	0	0	eff,english_alpha
empties	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives
emptor	6	0	1	0	0	1	0	0	english_alpha
empty	5	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,haikunatorjs_adj,heroku_adj,simple_adjectives,wordle_answers
empyema	7	0	1	0	0	1	0	0	english_alpha
emulous	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
emus	4	0	1	0	0	1	0	0	english_alpha
enamel	6	0	1	0	0	1	0	0	eff,english_alpha
enamels	7	0	1	0	0	1	0	0	english_alpha
enamine	7	0	1	0	0	1	0	0	english_alpha
enate	5	1	1	0	1	1	1	0	english_alpha,simple_adjectives,wordle_guesses
enates	6	0	1	0	0	1	0	0	english_alpha
enatic	6	1	0	0	1	0	0	0	english_alpha
enation	7	0	1	0	0	1	0	0	english_alpha
encased	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
encelia	7	0	1	0	0	1	0	0	english_alpha
enclave	7	0	1	0	0	1	0	0	english_alpha
encomia	7	0	1	0	0	1	0	0	english_alpha
encore	6	0	1	0	0	1	0	0	eff,english_alpha
encores	7	0	1	0	0	1	0	0	english_alpha
endarch	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
ended	5	1	0	0	1	0	1	0	eff,english_alpha,google_10000,simple_adjectives,wordle_guesses
endemic	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives
endgame	7	0	1	0	0	1	0	0	english_alpha
ending	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000
endings	7	0	1	0	0	1	0	0	english_alpha
endive	6	0	1	0	0	1	0	0	english_alpha
endives	7	0	1	0	0	1	0	0	english_alpha
endless	7	1	0	0	1	0	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives
endmost	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
endogen	7	0	1	0	0	1	0	0	english_alpha
endowed	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
endozoa	7	0	1	0	0	1	0	0	english_alpha
ends	4	0	1	0	0	1	0	0	english_alpha,google_10000
endways	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
enema	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
enemas	6	0	1	0	0	1	0	0	english_alpha
enemata	7	0	1	0	0	1	0	0	english_alpha
enemies	7	0	1	0	0	1	0	0	english_alpha,google_10000
enemy	5	1	1	0	0	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers
energid	7	0	1	0	0	1	0	0	english_alpha
energy	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000
engaged	7	1	0	0	1	0	1	0	eff,english_alpha,google_10000,simple_adjectives
engine	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000
engines	7	0	1	0	0	1	0	0	english_alpha,google_10000
england	7	0	1	0	0	1	0	0	english_alpha,google_10000
english	7	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives
engram	6	0	1	0	0	1	0	0	english_alpha
engrams	7	0	1	0	0	1	0	0	english_alpha
enhydra	7	0	1	0	0	1	0	0	english_alpha
enid	4	0	1	0	0	1	0	0	english_alpha
enigma	6	0	1	0	0	1	0	0	english_alpha
enigmas	7	0	1	0	0	1	0	0	english_alpha
enjoyer	7	0	1	0	0	1	0	0	eff,english_alpha
enki	4	0	1	0	0	1	0	0	english_alpha
enkidu	6	0	1	0	0	1	0	0	english_alpha
enmity	6	0	1	0	0	1	0	0	english_alpha
ennead	6	0	1	0	0	1	0	0	english_alpha
enneads	7	0	1	0	0	1	0	0	english_alpha
ennui	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
ennuis	6	0	1	0	0	1	0	0	english_alpha
enol	4	0	1	0	0	1	0	0	english_alpha
enolic	6	1	0	0	1	0	0	0	english_alpha
enology	7	0	1	0	0	1	0	0	english_alpha
enols	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
enorm	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses
enosis	6	0	1	0	0	1	0	0	english_alpha
enough	6	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives
enoughs	7	0	1	0	0	1	0	0	english_alpha
enow	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives
enquiry	7	0	1	0	0	1	0	0	english_alpha,google_10000
enraged	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
enrapt	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives
ensete	6	0	1	0	0	1	0	0	english_alpha
ensign	6	0	1	0	0	1	0	0	english_alpha
ensigns	7	0	1	0	0	1	0	0	english_alpha
ensuant	7	1	0	0	1	0	0	0	english_alpha
ensuing	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
entail	6	0	1	0	0	1	0	0	eff,english_alpha
entails	7	0	1	0	0	1	0	0	english_alpha
entases	7	0	1	0	0	1	0	0	english_alpha
entasis	7	0	1	0	0	1	0	0	english_alpha
entente	7	0	1	0	0	1	0	0	english_alpha
entera	6	0	1	0	0	1	0	0	english_alpha
enteral	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
enteric	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
enteron	7	0	1	0	0	1	0	0	english_alpha
entire	6	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives
entires	7	0	1	0	0	1	0	0	english_alpha
entity	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000
entomic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
entopic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
entozoa	7	0	1	0	0	1	0	0	english_alpha
entrant	7	0	1	0	0	1	0	0	english_alpha
entree	6	0	1	0	0	1	0	0	eff,english_alpha
entrees	7	0	1	0	0	1	0	0	english_alpha
entries	7	0	1	0	0	1	0	0	english_alpha,google_10000
entropy	7	0	1	0	0	1	0	0	english_alpha
entry	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers
enured	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
envies	6	0	1	0	0	1	0	0	english_alpha
envious	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
envoi	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
envois	6	0	1	0	0	1	0	0	english_alpha
envoy	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers
envoys	6	0	1	0	0	1	0	0	english_alpha
envy	4	0	1	0	0	1	0	0	eff,english_alpha
enzyme	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000
enzymes	7	0	1	0	0	1	0	0	english_alpha
eocene	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives
eolian	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives
eolic	5	1	1	0	0	1	1	0	simple_adjectives
eolith	6	0	1	0	0	1	0	0	english_alpha
eoliths	7	0	1	0	0	1	0	0	english_alpha
eonian	6	1	0	0	1	0	0	0	english_alpha
eons	4	0	1	0	0	1	0	0	english_alpha
eosin	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
eosins	6	0	1	0	0	1	0	0	english_alpha
eozoic	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives
epacris	7	0	1	0	0	1	0	0	english_alpha
eparch	6	0	1	0	0	1	0	0	english_alpha
eparchs	7	0	1	0	0	1	0	0	english_alpha
eparchy	7	0	1	0	0	1	0	0	english_alpha
epaulet	7	0	1	0	0	1	0	0	english_alpha
epaxial	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
epee	4	0	1	0	0	1	0	0	english_alpha
epees	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
epergne	7	0	1	0	0	1	0	0	english_alpha
epha	4	0	1	0	0	1	0	0	english_alpha
ephah	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
ephahs	6	0	1	0	0	1	0	0	english_alpha
ephas	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
ephebic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
ephedra	7	0	1	0	0	1	0	0	english_alpha
epic	4	1	1	0	1	1	1	0	eff,english_alpha,google_10000,moby_adj,simple_adjectives
epical	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
epicarp	7	0	1	0	0	1	0	0	english_alpha
epicene	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives
epics	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
epicure	7	0	1	0	0	1	0	0	english_alpha
epigaea	7	0	1	0	0	1	0	0	english_alpha
epigeal	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
epigene	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
epigon	6	0	1	0	0	1	0	0	english_alpha
epigone	7	0	1	0	0	1	0	0	english_alpha
epigram	7	0	1	0	0	1	0	0	english_alpha
epilog	6	0	1	0	0	1	0	0	english_alpha
epilogs	7	0	1	0	0	1	0	0	english_alpha
episcia	7	0	1	0	0	1	0	0	english_alpha
episode	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000
episome	7	0	1	0	0	1	0	0	english_alpha
epistle	7	0	1	0	0	1	0	0	english_alpha
epitaph	7	0	1	0	0	1	0	0	english_alpha
epitaxy	7	0	1	0	0	1	0	0	english_alpha
epithet	7	0	1	0	0	1	0	0	english_alpha
epitome	7	0	1	0	0	1	0	0	english_alpha
epizoa	6	0	1	0	0	1	0	0	english_alpha
epizoan	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives
epizoic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
epizoon	7	0	1	0	0	1	0	0	english_alpha
epoch	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
epochal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
epochs	6	0	1	0	0	1	0	0	english_alpha
eponym	6	0	1	0	0	1	0	0	english_alpha
eponyms	7	0	1	0	0	1	0	0	english_alpha
eponymy	7	0	1	0	0	1	0	0	english_alpha
epos	4	0	1	0	0	1	0	0	english_alpha
eposes	6	0	1	0	0	1	0	0	english_alpha
epoxies	7	0	1	0	0	1	0	0	english_alpha
epoxy	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_answers
epsilon	7	0	1	0	0	1	0	0	english_alpha
equable	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
equal	5	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers
equals	6	0	1	0	0	1	0	0	english_alpha
equator	7	0	1	0	0	1	0	0	eff,english_alpha
equerry	7	0	1	0	0	1	0	0	english_alpha
equid	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
equine	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives
equines	7	0	1	0	0	1	0	0	english_alpha
equinox	7	0	1	0	0	1	0	0	eff,english_alpha
equipt	6	1	0	0	1	0	0	0	english_alpha
equity	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000
equus	5	0	1	0	0	1	0	0	english_alpha
eras	4	0	1	0	0	1	0	0	english_alpha
erased	6	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives
eraser	6	0	1	0	0	1	0	0	eff,english_alpha
erasers	7	0	1	0	0	1	0	0	english_alpha
erasmus	7	0	1	0	0	1	0	0	english_alpha
erasure	7	0	1	0	0	1	0	0	eff,english_alpha
erato	5	0	1	0	0	1	0	0	english_alpha
erbium	6	0	1	0	0	1	0	0	english_alpha
erbiums	7	0	1	0	0	1	0	0	english_alpha
erebus	6	0	1	0	0	1	0	0	english_alpha
erect	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers
erecter	7	1	0	0	1	0	0	0	english_alpha
eremite	7	0	1	0	0	1	0	0	english_alpha
ergodic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
ergot	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
ergotic	7	1	0	0	1	0	0	0	english_alpha
ergots	6	0	1	0	0	1	0	0	english_alpha
ergs	4	0	1	0	0	1	0	0	english_alpha
erica	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
ericas	6	0	1	0	0	1	0	0	english_alpha
ericoid	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
erie	4	0	1	0	0	1	0	0	english_alpha
erin	4	0	1	0	0	1	0	0	english_alpha
eringo	6	0	1	0	0	1	0	0	english_alpha
eringos	7	0	1	0	0	1	0	0	english_alpha
eris	4	0	1	0	0	1	0	0	english_alpha
eristic	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives
ermine	6	0	1	0	0	1	0	0	english_alpha
ermined	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
ermines	7	0	1	0	0	1	0	0	english_alpha
erne	4	0	1	0	0	1	0	0	english_alpha
ernes	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
erns	4	0	1	0	0	1	0	0	english_alpha
ernst	5	0	1	0	0	1	0	0	english_alpha
eroded	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
erodent	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
eroding	7	0	1	0	0	1	0	0	english_alpha
erodium	7	0	1	0	0	1	0	0	english_alpha
eros	4	0	1	0	0	1	0	0	english_alpha
erose	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses
eroses	6	0	1	0	0	1	0	0	english_alpha
erosion	7	0	1	0	0	1	0	0	bip39,english_alpha
erosive	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
erotic	6	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives
erotica	7	0	1	0	0	1	0	0	english_alpha,google_10000
erotics	7	0	1	0	0	1	0	0	english_alpha
erotism	7	0	1	0	0	1	0	0	english_alpha
errable	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
errancy	7	0	1	0	0	1	0	0	english_alpha
errand	6	0	1	0	0	1	0	0	eff,english_alpha
errands	7	0	1	0	0	1	0	0	english_alpha
errant	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
errata	6	0	1	0	0	1	0	0	english_alpha
erratic	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
erratum	7	0	1	0	0	1	0	0	english_alpha
errhine	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
erring	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
error	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers
errors	6	0	1	0	0	1	0	0	english_alpha,google_10000
ersatz	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives
erse	4	1	1	0	0	1	1	0	english_alpha,simple_adjectives
erses	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
eruca	5	0	1	0	0	1	0	0	english_alpha
erudite	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
erwinia	7	0	1	0	0	1	0	0	english_alpha
eryngo	6	0	1	0	0	1	0	0	english_alpha
eryngos	7	0	1	0	0	1	0	0	english_alpha
esau	4	0	1	0	0	1	0	0	english_alpha
escape	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000
escaped	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
escapee	7	0	1	0	0	1	0	0	english_alpha
escapes	7	0	1	0	0	1	0	0	english_alpha
escarp	6	0	1	0	0	1	0	0	english_alpha
escarps	7	0	1	0	0	1	0	0	english_alpha
eschar	6	0	1	0	0	1	0	0	english_alpha
eschars	7	0	1	0	0	1	0	0	english_alpha
escheat	7	0	1	0	0	1	0	0	english_alpha
escolar	7	0	1	0	0	1	0	0	english_alpha
escort	6	0	1	0	0	1	0	0	english_alpha,google_10000
escorts	7	0	1	0	0	1	0	0	english_alpha,google_10000
escrow	6	0	1	0	0	1	0	0	english_alpha
escrows	7	0	1	0	0	1	0	0	english_alpha
escudo	6	0	1	0	0	1	0	0	english_alpha
escudos	7	0	1	0	0	1	0	0	english_alpha
eses	4	0	1	0	0	1	0	0	english_alpha
esker	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
eskers	6	0	1	0	0	1	0	0	english_alpha
eskimo	6	1	1	0	0	1	1	0	eff,english_alpha,simple_adjectives
eskimos	7	0	1	0	0	1	0	0	english_alpha
esox	4	0	1	0	0	1	0	0	english_alpha
espial	6	0	1	0	0	1	0	0	english_alpha
espials	7	0	1	0	0	1	0	0	english_alpha
esprit	6	0	1	0	0	1	0	0	english_alpha
esprits	7	0	1	0	0	1	0	0	english_alpha
esquire	7	0	1	0	0	1	0	0	eff,english_alpha
essay	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers
essayer	7	0	1	0	0	1	0	0	english_alpha
essays	6	0	1	0	0	1	0	0	english_alpha,google_10000
esselen	7	0	1	0	0	1	0	0	english_alpha
essence	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000
essene	6	1	1	0	1	1	0	0	english_alpha
essex	5	0	1	0	0	1	0	0	english_alpha,google_10000
essive	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives
estate	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000
estates	7	0	1	0	0	1	0	0	english_alpha,google_10000
esteem	6	0	1	0	0	1	0	0	english_alpha
esteems	7	0	1	0	0	1	0	0	english_alpha
ester	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
esters	6	0	1	0	0	1	0	0	english_alpha
esther	6	0	1	0	0	1	0	0	english_alpha
esthete	7	0	1	0	0	1	0	0	english_alpha
estival	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
estonia	7	0	1	0	0	1	0	0	english_alpha,google_10000
estriol	7	0	1	0	0	1	0	0	english_alpha
estrone	7	0	1	0	0	1	0	0	english_alpha
estrous	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
estrus	6	0	1	0	0	1	0	0	english_alpha
estuary	7	0	1	0	0	1	0	0	english_alpha
etagere	7	0	1	0	0	1	0	0	english_alpha
etamin	6	0	1	0	0	1	0	0	english_alpha
etamine	7	0	1	0	0	1	0	0	english_alpha
etamins	7	0	1	0	0	1	0	0	english_alpha
etas	4	0	1	0	0	1	0	0	english_alpha
etched	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
etcher	6	0	1	0	0	1	0	0	english_alpha
etchers	7	0	1	0	0	1	0	0	english_alpha
etching	7	0	1	0	0	1	0	0	eff,english_alpha
eternal	7	1	0	0	1	0	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives
eterne	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives
etesian	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
ethanal	7	0	1	0	0	1	0	0	english_alpha
ethane	6	0	1	0	0	1	0	0	english_alpha
ethanes	7	0	1	0	0	1	0	0	english_alpha
ethanol	7	0	1	0	0	1	0	0	eff,english_alpha
ethene	6	0	1	0	0	1	0	0	english_alpha
ethenes	7	0	1	0	0	1	0	0	english_alpha
ether	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers
ethers	6	0	1	0	0	1	0	0	english_alpha
ethic	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_answers
ethical	7	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives
ethics	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000
ethiop	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives
ethmoid	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives
ethnic	6	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives
ethnics	7	0	1	0	0	1	0	0	english_alpha
ethnos	6	0	1	0	0	1	0	0	english_alpha
ethos	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
ethoses	7	0	1	0	0	1	0	0	english_alpha
ethyl	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
ethyls	6	0	1	0	0	1	0	0	english_alpha
ethyne	6	0	1	0	0	1	0	0	english_alpha
ethynes	7	0	1	0	0	1	0	0	english_alpha
etna	4	0	1	0	0	1	0	0	english_alpha
etnas	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
etonian	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives
etruria	7	0	1	0	0	1	0	0	english_alpha
etude	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
etudes	6	0	1	0	0	1	0	0	english_alpha
etui	4	0	1	0	0	1	0	0	english_alpha
etuis	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
etyma	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
etymon	6	0	1	0	0	1	0	0	english_alpha
etymons	7	0	1	0	0	1	0	0	english_alpha
euchre	6	0	1	0	0	1	0	0	english_alpha
euchres	7	0	1	0	0	1	0	0	english_alpha
euclid	6	0	1	0	0	1	0	0	english_alpha
eudemon	7	0	1	0	0	1	0	0	english_alpha
eugene	6	0	1	0	0	1	0	0	english_alpha,google_10000
eugenia	7	0	1	0	0	1	0	0	english_alpha
eugenic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
euglena	7	0	1	0	0	1	0	0	english_alpha
euler	5	0	1	0	0	1	0	0	english_alpha
eulogy	6	0	1	0	0	1	0	0	english_alpha
eumenes	7	0	1	0	0	1	0	0	english_alpha
eunuch	6	0	1	0	0	1	0	0	english_alpha
eunuchs	7	0	1	0	0	1	0	0	english_alpha
euphony	7	0	1	0	0	1	0	0	english_alpha
euphory	7	0	1	0	0	1	0	0	english_alpha
eupnea	6	0	1	0	0	1	0	0	english_alpha
eupneas	7	0	1	0	0	1	0	0	english_alpha
eupneic	7	1	0	0	1	0	0	0	english_alpha
eupnoea	7	0	1	0	0	1	0	0	english_alpha
eurasia	7	0	1	0	0	1	0	0	english_alpha
eureka	6	0	1	0	0	1	0	0	english_alpha
euro	4	0	1	0	0	1	0	0	english_alpha,google_10000
europa	6	0	1	0	0	1	0	0	english_alpha
europe	6	0	1	0	0	1	0	0	english_alpha,google_10000
euros	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses
euryale	7	0	1	0	0	1	0	0	english_alpha
eustyle	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
euterpe	7	0	1	0	0	1	0	0	english_alpha
evacuee	7	0	1	0	0	1	0	0	eff,english_alpha
evangel	7	0	1	0	0	1	0	0	english_alpha
evans	5	0	1	0	0	1	0	0	english_alpha,google_10000
evasion	7	0	1	0	0	1	0	0	eff,english_alpha
evasive	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
even	4	1	1	0	1	1	1	0	eff,english_alpha,google_10000,simple_adjectives
evener	6	1	0	0	1	0	0	0	english_alpha
evenest	7	1	0	0	1	0	0	0	english_alpha
evening	7	0	1	0	0	1	0	0	english_alpha,google_10000
evens	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_guesses
event	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers
events	6	0	1	0	0	1	0	0	english_alpha,google_10000
everest	7	0	1	0	0	1	0	0	english_alpha
evernia	7	0	1	0	0	1	0	0	english_alpha
evert	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
everts	6	0	1	0	0	1	0	0	english_alpha
every	5	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives,wordle_answers
eves	4	0	1	0	0	1	0	0	english_alpha
evident	7	1	0	0	1	0	1	0	eff,english_alpha,google_10000,simple_adjectives
evil	4	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives
eviler	6	1	0	0	1	0	0	0	english_alpha
evilest	7	1	0	0	1	0	0	0	english_alpha
evils	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
evoked	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
ewer	4	0	1	0	0	1	0	0	english_alpha
ewers	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
ewes	4	0	1	0	0	1	0	0	english_alpha
exact	5	1	0	0	1	0	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers
exacta	6	0	1	0	0	1	0	0	english_alpha
exactas	7	0	1	0	0	1	0	0	english_alpha
exacter	7	1	0	0	1	0	0	0	english_alpha
exacum	6	0	1	0	0	1	0	0	english_alpha
exalted	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
exam	4	0	1	0	0	1	0	0	english_alpha,google_10000
examen	6	0	1	0	0	1	0	0	english_alpha
examens	7	0	1	0	0	1	0	0	english_alpha
example	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000
exams	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses
exarate	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
