word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason	metaphone_code	quality_tier	playfulness_score	concreteness_score	pool	g_rank	primary_score	outcome	dedup_collision_with
rammish	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RMX	2	0	0	adj	999999	0	selected_adj	
ramose	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RMS	2	0	0	adj	999999	0	selected_adj	
rampant	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RMPNT	2	0	0	adj	999999	0	selected_adj	
ramstam	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RMSTM	2	0	0	adj	999999	0	selected_adj	
rancid	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RNST	2	0	0	adj	999999	0	selected_adj	
randie	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RNT	2	0	0	adj	999999	0	selected_adj	
rangy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RNJ	2	0	0	adj	999999	0	selected_adj	
rankine	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		RNKN	2	0	-2	adj	999999	0	selected_adj	
raploch	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RPLX	2	0	0	adj	999999	0	selected_adj	
raring	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RRNK	2	0	0	adj	999999	0	selected_adj	
ratable	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RTBL	2	0	0	adj	999999	0	selected_adj	
rath	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		R0	2	0	0	adj	999999	0	selected_adj	
rattish	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RTX	2	0	0	adj	999999	0	selected_adj	
rattled	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RTLT	2	0	0	adj	999999	0	selected_adj	
rattly	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RTL	2	0	0	adj	999999	0	selected_adj	
ratty	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		RT	2	0	0	adj	999999	0	selected_adj	
raunchy	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RNX	2	0	0	adj	999999	0	selected_adj	
ravaged	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RFJT	2	0	0	adj	999999	0	selected_adj	
raving	6	1	1	0	0	1	1	0	eff,english_alpha,simple_adjectives	1	0		RFNK	2	0	-2	adj	999999	0	selected_adj	
rawish	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RWX	2	0	0	adj	999999	0	selected_adj	
razed	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RST	2	0	0	adj	999999	0	selected_adj	
reboant	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RBNT	2	0	0	adj	999999	0	selected_adj	
reborn	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		RBRN	2	0	0	adj	999999	0	selected_adj	
rebuilt	7	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		RBLT	2	0	0	adj	999999	0	selected_adj	
rebuked	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RBKT	2	0	0	adj	999999	0	selected_adj	
reeking	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RKNK	2	0	0	adj	999999	0	selected_adj	
reeky	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RK	2	0	0	adj	999999	0	selected_adj	
reflex	6	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0		RFLKS	2	0	-2	adj	999999	0	selected_adj	
regal	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		RKL	2	0	0	adj	999999	0	selected_adj	
regnal	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RKNL	2	0	0	adj	999999	0	selected_adj	
regnant	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RKNNT	2	0	0	adj	999999	0	selected_adj	
reliant	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		RLNT	2	0	0	adj	999999	0	selected_adj	
remiss	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RMS	2	0	0	adj	999999	0	selected_adj	
renewed	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		RNWT	2	0	0	adj	999999	0	selected_adj	
repent	6	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		RPNT	2	0	0	adj	999999	0	selected_adj	
replete	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RPLT	2	0	0	adj	999999	0	selected_adj	
reptant	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RPTNT	2	0	0	adj	999999	0	selected_adj	
reputed	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RPTT	2	0	0	adj	999999	0	selected_adj	
rescued	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RSKT	2	0	0	adj	999999	0	selected_adj	
rested	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RSTT	2	0	0	adj	999999	0	selected_adj	
restful	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RSTFL	2	0	0	adj	999999	0	selected_adj	
resting	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RSTNK	2	0	0	adj	999999	0	selected_adj	
restive	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RSTF	2	0	0	adj	999999	0	selected_adj	
retial	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RXL	2	0	0	adj	999999	0	selected_adj	
retiary	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RXR	2	0	0	adj	999999	0	selected_adj	
retral	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RTRL	2	0	0	adj	999999	0	selected_adj	
retuse	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RTS	2	0	0	adj	999999	0	selected_adj	
revered	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		RFRT	2	0	0	adj	999999	0	selected_adj	
reviled	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RFLT	2	0	0	adj	999999	0	selected_adj	
revived	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RFFT	2	0	0	adj	999999	0	selected_adj	
rhaetic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RHTK	2	0	0	adj	999999	0	selected_adj	
rhemish	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RHMX	2	0	0	adj	999999	0	selected_adj	
rheumy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RHM	2	0	0	adj	999999	0	selected_adj	
rhodian	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RHTN	2	0	0	adj	999999	0	selected_adj	
rhodic	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RHTK	2	0	0	adj	999999	0	selected_adj	
riant	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RNT	2	0	0	adj	999999	0	selected_adj	
ribbony	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RBN	2	0	0	adj	999999	0	selected_adj	
ribless	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RBLS	2	0	0	adj	999999	0	selected_adj	
riblike	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RBLK	2	0	0	adj	999999	0	selected_adj	
ridable	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RTBL	2	0	0	adj	999999	0	selected_adj	
ridden	6	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		RTN	2	0	0	adj	999999	0	selected_adj	
rident	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RTNT	2	0	0	adj	999999	0	selected_adj	
ridgier	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RJR	2	0	0	adj	999999	0	selected_adj	
ridgy	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RJ	2	0	0	adj	999999	0	selected_adj	
rife	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RF	2	0	0	adj	999999	0	selected_adj	
rifled	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RFLT	2	0	0	adj	999999	0	selected_adj	
rigid	5	1	0	0	1	0	1	0	bip39,eff,english_alpha,simple_adjectives,wordle_answers	1	0		RJT	2	0	0	adj	999999	0	selected_adj	
rimed	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RMT	2	0	0	adj	999999	0	selected_adj	
rimless	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		RMLS	2	0	0	adj	999999	0	selected_adj	
rimy	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RM	2	0	0	adj	999999	0	selected_adj	
ringent	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RNJNT	2	0	0	adj	999999	0	selected_adj	
riotous	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RTS	2	0	0	adj	999999	0	selected_adj	
ripened	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RPNT	2	0	0	adj	999999	0	selected_adj	
ripped	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RPT	2	0	0	adj	999999	0	selected_adj	
rippled	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RPLT	2	0	0	adj	999999	0	selected_adj	
ripply	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RPL	2	0	0	adj	999999	0	selected_adj	
risen	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		RSN	2	0	0	adj	999999	0	selected_adj	
risible	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RSBL	2	0	0	adj	999999	0	selected_adj	
risky	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		RSK	2	0	0	adj	999999	0	selected_adj	
ritzy	5	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives,wordle_guesses	1	0		RTS	2	0	0	adj	999999	0	selected_adj	
riven	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RFN	2	0	0	adj	999999	0	selected_adj	
roasted	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RSTT	2	0	0	adj	999999	0	selected_adj	
robed	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RBT	2	0	0	adj	999999	0	selected_adj	
rococo	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		RKK	2	0	-2	adj	999999	0	selected_adj	
rodded	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RTT	2	0	0	adj	999999	0	selected_adj	
rodless	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RTLS	2	0	0	adj	999999	0	selected_adj	
rodlike	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RTLK	2	0	0	adj	999999	0	selected_adj	
roguish	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RKX	2	0	0	adj	999999	0	selected_adj	
roily	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RL	2	0	0	adj	999999	0	selected_adj	
rompish	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RMPX	2	0	0	adj	999999	0	selected_adj	
roofed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RFT	2	0	0	adj	999999	0	selected_adj	
ropable	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RPBL	2	0	0	adj	999999	0	selected_adj	
ropey	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RP	2	0	0	adj	999999	0	selected_adj	
roscian	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RSXN	2	0	0	adj	999999	0	selected_adj	
rosiny	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RSN	2	0	0	adj	999999	0	selected_adj	
rostral	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RSTRL	2	0	0	adj	999999	0	selected_adj	
rotate	6	1	0	0	0	0	1	0	bip39,english_alpha,simple_adjectives	1	0		RTT	2	0	0	adj	999999	0	selected_adj	
rotated	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RTTT	2	0	0	adj	999999	0	selected_adj	
rotting	7	1	1	0	0	1	1	0	eff,english_alpha,simple_adjectives	1	0		RTNK	2	0	-2	adj	999999	0	selected_adj	
rouged	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RJT	2	0	0	adj	999999	0	selected_adj	
roupy	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RP	2	0	0	adj	999999	0	selected_adj	
rousing	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		RSNK	2	0	-2	adj	999999	0	selected_adj	
rowable	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RWBL	2	0	0	adj	999999	0	selected_adj	
rubbly	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RBL	2	0	0	adj	999999	0	selected_adj	
rubied	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RBT	2	0	0	adj	999999	0	selected_adj	
rubify	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RBF	2	0	0	adj	999999	0	selected_adj	
rubious	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RBS	2	0	0	adj	999999	0	selected_adj	
rubric	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		RBRK	2	0	-2	adj	999999	0	selected_adj	
rude	4	1	0	0	1	0	1	0	bip39,english_alpha,simple_adjectives	1	0		RT	2	0	0	adj	999999	0	selected_adj	
ruderal	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RTRL	2	0	0	adj	999999	0	selected_adj	
rudish	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RTX	2	0	0	adj	999999	0	selected_adj	
rueful	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RFL	2	0	0	adj	999999	0	selected_adj	
ruffed	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RFT	2	0	0	adj	999999	0	selected_adj	
ruffled	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RFLT	2	0	0	adj	999999	0	selected_adj	
rufous	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RFS	2	0	0	adj	999999	0	selected_adj	
rugose	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RKS	2	0	0	adj	999999	0	selected_adj	
ruined	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		RNT	2	0	0	adj	999999	0	selected_adj	
ruly	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RL	2	0	0	adj	999999	0	selected_adj	
rumbly	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RMBL	2	0	0	adj	999999	0	selected_adj	
rummy	5	1	1	0	1	1	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RM	2	0	-2	adj	999999	0	selected_adj	
rumpled	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RMPLT	2	0	0	adj	999999	0	selected_adj	
runaway	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		RNW	2	0	-2	adj	999999	0	selected_adj	
runtish	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RNTX	2	0	0	adj	999999	0	selected_adj	
rushed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		RXT	2	0	0	adj	999999	0	selected_adj	
rushing	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		RXNK	2	0	-2	adj	999999	0	selected_adj	
rushy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		RX	2	0	0	adj	999999	0	selected_adj	
russety	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RST	2	0	0	adj	999999	0	selected_adj	
russky	6	1	0	0	0	0	1	0	simple_adjectives	1	0		RSK	2	0	0	adj	999999	0	selected_adj	
rustred	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		RSTRT	2	0	0	adj	999999	0	selected_adj	
ruthful	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		R0FL	2	0	0	adj	999999	0	selected_adj	
sabaean	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SBN	2	0	0	adj	999999	0	selected_adj	
sacked	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKT	2	0	0	adj	999999	0	selected_adj	
sacral	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRL	2	0	0	adj	999999	0	selected_adj	
saddled	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		STLT	2	0	0	adj	999999	0	selected_adj	
sagging	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		SJNK	2	0	0	adj	999999	0	selected_adj	
sainted	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SNTT	2	0	0	adj	999999	0	selected_adj	
saiva	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SF	2	0	0	adj	999999	0	selected_adj	
salable	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SLBL	2	0	0	adj	999999	0	selected_adj	
salic	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		SLK	2	0	0	adj	999999	0	selected_adj	
salique	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SLK	2	0	0	adj	999999	0	selected_adj	
sallowy	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SL	2	0	0	adj	999999	0	selected_adj	
saltant	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SLTNT	2	0	0	adj	999999	0	selected_adj	
saltato	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SLTT	2	0	0	adj	999999	0	selected_adj	
salted	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SLTT	2	0	0	adj	999999	0	selected_adj	
saltish	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SLTX	2	0	0	adj	999999	0	selected_adj	
salving	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SLFNK	2	0	0	adj	999999	0	selected_adj	
samian	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SMN	2	0	0	adj	999999	0	selected_adj	
sanded	6	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		SNTT	2	0	0	adj	999999	0	selected_adj	
sapid	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		SPT	2	0	0	adj	999999	0	selected_adj	
sapient	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SPNT	2	0	0	adj	999999	0	selected_adj	
sapless	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SPLS	2	0	0	adj	999999	0	selected_adj	
sapphic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SFK	2	0	0	adj	999999	0	selected_adj	
sappy	5	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0		SP	2	0	0	adj	999999	0	selected_adj	
sarcous	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SRKS	2	0	0	adj	999999	0	selected_adj	
sarky	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		SRK	2	0	0	adj	999999	0	selected_adj	
saronic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SRNK	2	0	0	adj	999999	0	selected_adj	
sassy	5	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0		SS	2	0	0	adj	999999	0	selected_adj	
satanic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		STNK	2	0	0	adj	999999	0	selected_adj	
sated	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		STT	2	0	0	adj	999999	0	selected_adj	
satem	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		STM	2	0	0	adj	999999	0	selected_adj	
satiate	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SXT	2	0	0	adj	999999	0	selected_adj	
satiric	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		STRK	2	0	0	adj	999999	0	selected_adj	
saut	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		ST	2	0	0	adj	999999	0	selected_adj	
savable	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SFBL	2	0	0	adj	999999	0	selected_adj	
savvy	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		SF	2	0	-2	adj	999999	0	selected_adj	
saxonic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKSNK	2	0	0	adj	999999	0	selected_adj	
sayable	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SYBL	2	0	0	adj	999999	0	selected_adj	
scabby	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		SKB	2	0	0	adj	999999	0	selected_adj	
scald	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		SKLT	2	0	-2	adj	999999	0	selected_adj	
scaldic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKLTK	2	0	0	adj	999999	0	selected_adj	
scalled	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKLT	2	0	0	adj	999999	0	selected_adj	
scaly	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		SKL	2	0	0	adj	999999	0	selected_adj	
scant	5	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0		SKNT	2	0	0	adj	999999	0	selected_adj	
scarce	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		SKRS	2	0	0	adj	999999	0	selected_adj	
scarred	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRT	2	0	0	adj	999999	0	selected_adj	
scopate	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKPT	2	0	0	adj	999999	0	selected_adj	
scorned	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRNT	2	0	0	adj	999999	0	selected_adj	
scotism	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKTSM	2	0	0	adj	999999	0	selected_adj	
scoured	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		SKRT	2	0	0	adj	999999	0	selected_adj	
scraggy	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRJ	2	0	0	adj	999999	0	selected_adj	
scrappy	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRP	2	0	0	adj	999999	0	selected_adj	
scrawly	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKRL	2	0	0	adj	999999	0	selected_adj	
screwed	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKRWT	2	0	0	adj	999999	0	selected_adj	
screwy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKR	2	0	0	adj	999999	0	selected_adj	
scribal	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKRBL	2	0	0	adj	999999	0	selected_adj	
scrimp	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKRMP	2	0	0	adj	999999	0	selected_adj	
scrub	5	1	1	0	1	1	1	0	bip39,english_alpha,simple_adjectives,wordle_answers	1	0		SKRB	2	0	-2	adj	999999	0	selected_adj	
scruffy	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		SKRF	2	0	0	adj	999999	0	selected_adj	
scummy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKM	2	0	0	adj	999999	0	selected_adj	
scungy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKNJ	2	0	0	adj	999999	0	selected_adj	
scurfy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRF	2	0	0	adj	999999	0	selected_adj	
scurry	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		SKR	2	0	-2	adj	999999	0	selected_adj	
scutate	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKTT	2	0	0	adj	999999	0	selected_adj	
seamed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SMT	2	0	0	adj	999999	0	selected_adj	
seamy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		SM	2	0	0	adj	999999	0	selected_adj	
sear	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SR	2	0	0	adj	999999	0	selected_adj	
seared	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SRT	2	0	0	adj	999999	0	selected_adj	
seasick	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SSK	2	0	0	adj	999999	0	selected_adj	
seaward	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		SWRT	2	0	-2	adj	999999	0	selected_adj	
sebacic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SBSK	2	0	0	adj	999999	0	selected_adj	
sectile	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKTL	2	0	0	adj	999999	0	selected_adj	
sedate	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		STT	2	0	0	adj	999999	0	selected_adj	
sedated	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		STTT	2	0	0	adj	999999	0	selected_adj	
sedged	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SJT	2	0	0	adj	999999	0	selected_adj	
sedgy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		SJ	2	0	0	adj	999999	0	selected_adj	
seduced	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		STST	2	0	0	adj	999999	0	selected_adj	
seeable	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SBL	2	0	0	adj	999999	0	selected_adj	
seeded	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		STT	2	0	0	adj	999999	0	selected_adj	
seedy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		ST	2	0	0	adj	999999	0	selected_adj	
seely	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		SL	2	0	0	adj	999999	0	selected_adj	
seeming	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SMNK	2	0	0	adj	999999	0	selected_adj	
seemly	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SML	2	0	0	adj	999999	0	selected_adj	
